outer_wall_thickness,inside_wall_side_thickness,inside_wall_middle_thickness,height,width,sigma0,youngs,predicted_max_force
2.51,2.11,1.36,75.91,128.41,289.69,63576.1,29.23751524621919
2.87,1.89,1.64,75.22,127.29,247.56,76617.1,32.01006252368229
2.65,2.03,1.73,75.49,128.01,284.51,63171.2,31.997472370365884
2.8,2.05,1.66,76.47,128.55,261.9,72997.0,33.04585379580426
2.88,1.72,1.32,75.96,127.71,284.0,63248.4,32.14860977389044
2.61,2.2,1.39,76.56,128.55,275.08,68544.2,30.523044272477094
2.86,1.95,1.78,76.03,127.57,286.49,65439.2,35.4003873680352
2.67,1.96,1.67,75.36,128.24,266.62,65174.4,30.43686002656507
2.87,1.93,1.63,75.79,127.8,240.65,69593.3,31.175592074506497
2.72,2.07,1.25,75.86,127.93,269.92,69107.1,30.4929564848987
2.7,2.09,1.65,75.68,128.04,270.8,64960.8,31.740359525622424
2.62,1.75,1.75,75.48,127.46,264.29,70988.2,29.331686318342875
2.65,2.15,1.37,76.38,127.4,250.01,75799.1,29.204875191682007
2.74,2.21,1.44,76.45,127.63,257.23,66418.4,30.942866700341895
2.61,2.26,1.71,76.32,127.78,281.77,66443.9,32.518243086913756
2.83,2.08,1.6,76.35,128.56,288.25,67532.9,35.24234935778459
2.63,1.74,1.23,75.49,127.38,247.96,66440.3,25.67214422457387
2.51,2.29,1.42,76.21,127.41,278.7,74453.0,30.272063655230752
2.76,2.17,1.7,75.3,127.29,255.57,70157.2,32.15414542895492
2.86,1.79,1.2,75.75,127.82,281.74,70802.6,32.07929492128547
2.71,2.18,1.29,76.49,128.58,274.37,65483.5,31.202024269548318
2.56,2.18,1.28,75.74,127.92,242.29,67259.0,26.54484721761885
2.65,1.78,1.4,76.47,128.48,254.77,75731.3,28.014889151273863
2.52,1.84,1.58,76.3,127.68,287.13,70247.3,29.241227762935253
2.67,1.99,1.72,75.73,127.23,268.23,75539.0,31.761125191041586
2.72,2.1,1.73,75.88,128.47,289.13,72980.3,34.78118511781652
2.56,2.26,1.25,76.04,127.84,245.72,69047.7,27.170585512199708
2.78,2.28,1.63,76.11,128.38,242.8,64988.5,31.37192074011496
2.59,2.22,1.42,76.36,127.79,291.21,65909.4,31.39525320352523
2.7,1.71,1.3,76.44,128.47,263.95,66823.5,28.113333651514566
2.6,1.84,1.33,75.53,128.13,244.39,70752.9,26.198641534460492
2.51,2.2,1.22,75.62,127.34,291.15,73650.1,29.89393844559261
2.51,1.72,1.2,76.03,128.48,242.24,74347.4,23.982538009903763
2.65,2.03,1.43,76.08,128.3,251.71,73782.1,28.971024519891856
2.53,2.1,1.36,76.49,128.24,274.28,69551.5,28.701016177689283
2.81,2.13,1.75,76.17,128.43,253.33,76579.0,33.45035669655995
2.66,2.28,1.52,75.38,127.97,267.43,70398.0,31.653574867320188
2.84,2.21,1.41,76.21,128.29,274.38,65126.8,33.70764093848079
2.72,2.26,1.33,76.56,128.23,288.5,73053.2,33.60108878880722
2.73,2.28,1.7,75.83,127.35,283.09,66993.6,34.36904720045318
2.62,1.94,1.77,76.33,127.62,279.22,64673.1,31.013554882046108
2.57,1.83,1.34,75.76,127.71,251.52,74468.5,26.59061801082187
2.65,2.16,1.28,75.49,127.64,249.09,65622.7,28.026250157904272
2.53,1.88,1.48,76.0,128.25,245.75,74928.7,26.381440384739065
2.85,2.27,1.58,75.25,127.92,289.85,70264.7,36.40090803636265
2.62,1.89,1.37,75.26,127.25,289.61,70730.6,30.219942412434946
2.89,2.04,1.45,75.76,128.08,288.53,64891.0,34.89994895159403
2.88,1.72,1.6,75.33,127.43,245.1,63102.4,30.016817540851733
2.85,2.08,1.21,76.5,128.34,278.12,70046.2,33.0894448193845
2.73,2.11,1.75,75.84,128.41,279.4,68490.8,33.84079686305752
2.71,2.13,1.37,75.66,128.38,259.48,63801.0,29.910368894643582
2.83,1.97,1.78,75.75,127.95,246.63,67329.8,31.7787099346544
2.65,2.22,1.46,75.89,128.06,255.93,74420.8,30.377004365316523
2.84,1.78,1.43,76.43,128.17,240.43,65439.2,29.041005237118
2.53,2.26,1.62,75.25,127.34,261.23,74541.2,29.9398924753976
2.71,1.86,1.68,75.46,127.21,291.7,70919.7,32.9879791288691
2.84,2.01,1.79,75.63,127.94,275.59,71000.2,34.95848045700491
2.7,1.89,1.64,75.91,128.0,274.19,75930.9,31.965736306930992
2.79,1.89,1.38,75.6,128.15,258.72,64751.6,29.963872442160508
2.87,2.16,1.79,76.33,127.71,246.32,67640.4,33.31922122447391
2.53,2.17,1.43,76.33,127.93,254.54,70194.2,27.81920162872764
2.87,2.16,1.25,75.7,127.68,272.71,70254.9,33.28239128663559
2.72,1.81,1.69,76.35,127.97,286.97,67941.2,32.50056616207435
2.77,2.18,1.36,76.14,128.29,264.95,64257.4,31.46183086404251
2.55,1.88,1.48,76.32,128.03,263.03,75367.4,28.024637035466824
2.83,1.93,1.39,76.23,127.44,290.67,68013.6,33.5866023786984
2.7,2.17,1.69,75.9,127.98,257.88,68751.1,31.54412325321023
2.5,2.0,1.47,75.98,127.94,263.61,68184.2,27.32356629309875
2.88,1.93,1.39,75.93,127.7,243.26,73625.8,30.836673265412017
2.71,1.92,1.23,75.5,128.13,249.69,76918.8,28.586793398462376
2.88,1.82,1.54,75.64,127.72,288.8,76259.6,35.01318170418024
2.63,2.12,1.49,75.75,128.55,265.28,71694.5,30.374345423354228
2.78,1.9,1.79,76.53,127.44,287.11,71230.9,34.594300682671545
2.68,1.87,1.61,76.12,127.7,266.59,68060.1,30.147599343197456
2.73,2.2,1.64,76.06,127.21,257.44,72917.6,32.10451517749716
2.52,2.24,1.65,76.06,128.38,283.54,63285.2,30.76772060630431
2.53,1.7,1.25,75.92,128.38,255.49,73543.3,25.30053375048142
2.89,1.74,1.29,76.04,127.77,261.22,73705.7,31.25942741939771
2.53,2.01,1.77,76.39,127.2,269.41,64957.0,29.197664973136696
2.57,2.1,1.78,76.43,128.36,277.64,69901.0,31.48098008473285
2.72,2.14,1.34,75.78,127.38,287.56,74020.9,32.911068413000706
2.88,2.3,1.62,76.49,127.46,242.48,67387.7,32.9219718170212
2.87,2.17,1.68,76.28,127.41,252.7,64973.3,33.16873858479353
2.83,2.24,1.57,76.28,128.28,280.13,72695.8,35.53181828256545
2.64,1.8,1.79,76.59,128.49,287.27,66167.4,31.552163589833597
2.77,2.06,1.28,75.25,128.0,272.9,69277.2,31.499945963409075
2.58,1.94,1.74,75.72,128.27,250.45,71357.4,28.561766804930656
2.77,1.89,1.24,75.28,127.61,283.86,72418.8,31.60713146454573
2.87,1.81,1.29,75.47,128.59,253.92,74844.1,30.75696299793249
2.86,1.92,1.7,76.54,128.01,253.82,69129.4,32.52091632829827
2.59,1.75,1.23,75.84,128.17,262.11,63457.9,26.018653462108958
2.57,1.75,1.43,76.49,127.46,250.56,64610.6,25.67642209208232
2.77,2.24,1.25,75.34,128.48,277.72,64767.3,32.34936212035082
2.79,2.21,1.53,75.91,127.82,250.51,63781.2,31.2496528393104
2.77,2.28,1.51,75.63,128.32,242.34,73328.3,31.273828623022112
2.75,1.97,1.25,76.18,127.58,278.89,66452.7,30.907105218713312
2.5,1.98,1.53,75.63,127.32,259.8,71002.5,27.399718063095705
2.83,2.1,1.55,75.98,127.26,277.69,71181.6,34.2411200253285
2.7,2.29,1.66,75.77,127.46,276.06,67075.8,33.2360246236661
2.85,1.9,1.57,76.23,128.55,241.42,75888.7,31.06234293660482
2.83,2.02,1.57,75.91,127.83,276.3,63261.5,33.27743784502975
2.75,1.94,1.41,76.05,127.96,247.63,72485.1,29.44374868488383
2.7,2.18,1.5,75.41,127.38,283.21,76582.5,33.3788260908744
2.7,1.78,1.64,75.42,127.56,248.9,63223.1,28.24656981515666
2.62,2.17,1.26,76.18,128.56,279.27,75979.0,30.958249590543645
2.72,2.16,1.43,75.93,128.3,272.61,71977.0,32.204007118305825
2.78,2.05,1.33,75.3,127.98,292.81,71271.0,33.60136427241271
2.82,1.74,1.43,76.28,127.39,252.72,76078.7,30.321392014825463
2.86,2.02,1.71,75.25,127.99,269.6,74041.3,34.56928564728453
2.82,1.92,1.68,75.49,128.38,278.34,73815.7,34.23174834172319
2.8,2.18,1.51,76.07,127.68,270.09,73299.8,33.60659400058883
2.82,2.2,1.78,76.46,128.42,288.32,70410.1,36.75050466306409
2.66,1.92,1.36,76.36,127.59,249.81,74259.3,28.155156760329376
2.74,2.21,1.49,75.25,128.2,261.26,64670.3,31.327597575713597
2.67,2.17,1.62,75.91,127.61,244.27,76717.7,30.26385694682365
2.6,2.13,1.65,75.8,128.3,260.06,65448.1,29.67867579716774
2.86,2.29,1.29,76.09,128.16,278.5,67424.8,34.32300903322978
2.78,2.25,1.53,76.11,127.87,279.45,67432.3,34.07564895109688
2.72,1.7,1.61,75.47,127.59,284.04,74753.6,31.84637865088537
2.53,1.97,1.78,76.34,127.83,281.59,66174.1,30.169698007641685
2.63,1.79,1.47,76.06,128.51,243.95,65698.0,26.488978159672072
2.67,1.72,1.39,75.8,127.3,275.17,67794.8,28.934949371189944
2.58,2.21,1.37,75.66,127.97,247.86,76544.5,28.5048330718259
2.86,1.82,1.49,76.2,127.32,242.46,68067.5,30.063757690954006
2.66,1.93,1.68,76.32,128.01,262.95,76369.5,30.83081805751074
2.63,1.82,1.38,75.26,127.83,274.27,67264.0,28.704320103667513
2.86,2.05,1.62,76.3,128.32,271.41,70819.3,34.4165544452472
2.66,2.13,1.44,76.52,127.73,281.36,72002.6,31.833337214351175
2.72,2.24,1.36,76.34,127.57,257.95,75388.8,31.187627528994042
2.83,2.06,1.63,75.61,127.86,250.84,72104.0,32.23430183478884
2.65,1.82,1.41,75.27,127.51,268.08,65352.5,28.417115423361977
2.54,1.83,1.56,75.33,127.95,286.83,70491.9,29.488008588324945
2.57,2.09,1.69,76.31,128.48,277.07,76036.6,31.505531891845138
2.72,2.07,1.33,75.78,127.59,257.43,65493.7,29.46004434736615
2.71,2.08,1.55,76.32,127.67,274.55,68824.6,32.02593169493203
2.6,2.06,1.38,76.14,128.42,285.38,66445.2,30.318207790796194
2.9,1.79,1.25,76.51,127.92,257.4,73779.1,31.186756954054843
2.87,1.8,1.53,76.05,128.45,291.56,72696.1,34.818593674655475
2.76,2.03,1.32,76.59,127.27,242.17,66348.8,28.689056209049298
2.75,2.02,1.41,76.44,128.42,255.89,64556.1,29.938646437766536
2.87,2.28,1.66,75.33,128.12,276.35,72856.3,36.21589950351468
2.83,1.86,1.66,76.37,128.43,259.63,64100.8,31.734094674849032
2.52,2.14,1.38,75.72,127.32,250.65,71130.5,27.10380903786627
2.69,1.95,1.78,75.96,128.25,240.46,74896.4,29.769888867779244
2.62,1.88,1.21,76.21,128.58,270.28,73655.0,28.423997081247833
2.5,2.13,1.65,76.5,128.39,286.19,65677.0,30.290325179379764
2.53,1.89,1.57,75.61,127.57,280.5,76322.3,29.675415452058544
2.72,2.13,1.64,75.65,128.17,281.67,64537.4,33.065704089201816
2.81,1.82,1.79,76.13,127.48,281.11,71631.1,34.17394981960372
2.64,1.77,1.77,76.3,128.6,291.09,71218.9,32.06605576061777
2.61,1.99,1.52,75.86,127.48,282.17,72508.3,30.87565123567647
2.82,2.03,1.2,76.55,127.63,280.41,63228.9,31.891453702593324
2.56,2.0,1.21,75.88,128.29,269.97,74774.7,28.2305664387156
2.89,2.17,1.23,75.68,127.33,267.18,65867.7,32.60290567670275
2.56,2.12,1.51,76.39,128.47,273.31,66006.4,29.55766339052134
2.76,1.77,1.63,75.96,128.06,254.21,66413.8,29.817535993664322
2.66,1.89,1.23,76.06,128.39,270.12,67746.2,28.66673909336471
2.88,2.05,1.58,76.19,127.37,269.55,75410.2,34.58752906967216
2.8,2.24,1.5,75.33,127.46,272.94,70243.8,33.64607510397248
2.88,2.19,1.66,75.49,128.37,261.75,72558.8,34.69201568296735
2.71,1.79,1.51,75.23,127.63,275.19,63561.3,29.955193072057867
2.53,2.05,1.25,76.19,127.96,267.98,70853.3,27.63744219336418
2.68,1.83,1.38,75.71,127.61,251.0,65086.4,27.489625096017065
2.67,2.24,1.36,76.02,127.81,286.36,73576.2,32.720058985824565
2.6,2.22,1.6,75.92,127.43,288.26,67256.6,32.18114200262046
2.62,1.86,1.53,76.18,128.09,259.21,67050.7,28.213531863419306
2.73,2.3,1.54,75.95,127.3,246.41,71447.2,31.04268274861586
2.85,1.8,1.22,75.89,128.38,265.92,75547.1,31.214895862481924
2.66,2.06,1.23,75.44,128.34,272.61,66019.0,29.53744568670102
2.73,2.24,1.79,75.8,128.12,256.44,69548.2,32.68890438678416
2.81,1.92,1.22,75.74,127.24,286.48,71069.5,32.295479396428576
2.55,1.84,1.77,75.4,128.04,264.61,67953.8,28.62058432921272
2.69,1.98,1.5,76.52,127.49,244.04,69634.7,28.621797129875816
2.72,1.77,1.46,76.18,128.29,265.07,66540.6,29.420422218218235
2.63,2.22,1.65,76.21,127.45,249.68,76678.6,30.507849833783965
2.59,2.12,1.73,75.71,127.66,241.78,66599.6,28.361765157697008
2.62,2.26,1.68,75.5,127.86,273.93,66488.0,31.866831267633714
2.81,2.04,1.68,75.54,128.09,265.48,64998.4,32.776155495749165
2.76,1.89,1.73,76.43,128.29,256.95,63125.9,30.823291019623483
2.55,2.13,1.59,75.68,128.55,278.89,72669.3,30.917046062094258
2.63,2.23,1.54,75.69,127.71,273.5,70850.1,31.59088860429388
2.7,1.86,1.58,76.35,128.53,271.47,69516.2,30.83193373689228
2.52,2.28,1.22,75.36,128.19,273.49,75047.7,29.429468986168743
2.75,2.18,1.53,75.51,127.46,257.44,65375.3,31.133365518471194
2.86,2.28,1.45,76.1,128.37,257.05,65423.5,33.01867966948426
2.88,2.29,1.61,76.1,127.7,272.57,63460.8,35.11568658287838
2.82,2.05,1.79,76.55,127.92,291.03,72651.3,36.43702302213849
2.85,1.89,1.75,76.36,128.02,258.92,70225.5,32.97014961669318
2.8,1.75,1.65,76.34,127.96,282.75,76328.6,33.58460353832932
2.86,2.17,1.67,75.51,127.65,264.88,72150.0,34.502141884173355
2.66,2.3,1.66,75.64,127.44,265.11,68148.7,31.877243479985353
2.62,1.89,1.28,75.68,128.16,250.87,76575.8,27.470638831968998
2.83,1.91,1.7,76.44,127.82,292.03,63383.2,34.754583616310995
2.72,2.25,1.74,76.58,127.39,263.53,64636.6,32.52767761416176
2.72,2.18,1.78,75.37,127.58,282.3,69593.0,34.28924437141548
2.61,1.7,1.52,76.25,127.6,241.75,69036.0,26.081644156173937
2.72,1.99,1.33,76.4,127.43,242.67,75857.0,28.729129849208178
2.84,2.12,1.61,76.54,127.64,264.65,68908.0,33.60464107953233
2.57,2.14,1.27,75.94,128.11,262.36,68803.0,28.165305261353595
2.71,2.21,1.7,75.27,128.42,270.35,69731.6,33.073424747853736
2.82,2.02,1.28,75.25,128.33,285.09,68311.8,33.01272709542327
2.72,2.17,1.23,76.49,127.75,262.84,67979.2,30.17310697740716
2.75,2.09,1.41,76.0,127.68,264.47,67627.6,31.095928547969336
2.76,1.99,1.43,75.34,128.17,281.84,68847.7,32.41060170220267
2.57,2.0,1.8,75.78,127.91,263.57,69326.3,29.859677257531033
2.88,2.07,1.63,75.31,128.55,245.97,70394.5,32.40998211320114
2.68,2.21,1.31,75.53,127.76,270.78,72581.7,31.137331453626942
2.57,2.0,1.29,76.44,128.48,282.73,69631.9,29.213578968248683
2.71,2.21,1.24,76.56,128.09,264.41,63512.4,30.083833573046448
2.86,1.83,1.73,76.14,127.29,248.11,73498.5,32.02433903669085
2.62,2.05,1.48,76.08,128.21,243.38,64279.3,27.423567192305725
2.8,2.23,1.6,75.4,127.22,253.6,72686.3,32.57260891699646
2.84,2.17,1.65,75.35,128.07,262.48,64422.1,33.30333030862501
2.74,1.96,1.28,75.37,128.09,293.49,70648.7,32.40878776773941
2.9,2.19,1.36,75.88,127.82,247.24,66695.7,31.92896875178117
2.89,1.82,1.21,76.0,128.0,293.04,65206.2,33.21627194457808
2.75,2.2,1.43,76.58,128.56,268.06,68499.8,32.19180929295324
2.52,2.11,1.71,75.89,128.38,273.75,75408.0,30.680499141131534
2.82,1.81,1.76,76.26,127.33,248.93,66483.2,31.042589123501628
2.79,1.7,1.3,75.69,127.39,264.23,64987.5,29.157941388655743
2.8,2.18,1.7,76.09,127.26,287.55,70858.4,35.68957645264716
2.55,1.81,1.23,75.92,128.43,263.77,69296.8,26.333145908679924
2.52,2.25,1.57,75.44,127.52,245.27,68024.6,27.712708347196738
2.83,2.27,1.53,76.09,128.36,276.56,66324.2,34.662522482175135
2.55,2.12,1.52,75.42,128.15,278.39,76291.4,30.79920629966371
2.62,1.81,1.51,75.83,127.87,267.6,63739.8,28.257126226805397
2.62,1.74,1.45,75.6,127.98,290.43,63104.5,29.35399139800957
2.56,1.88,1.49,76.27,128.57,248.46,66814.2,26.404009483531425
2.88,2.21,1.58,75.65,128.21,290.22,74375.3,37.10393511553009
2.75,1.83,1.43,75.51,127.78,281.56,75550.4,32.00197094262326
2.89,1.74,1.36,76.52,127.63,290.82,66725.5,33.46011586509822
2.89,2.1,1.23,75.29,127.91,292.82,67605.4,34.62041254720528
2.82,1.78,1.26,76.05,127.24,257.61,70035.2,29.692071801501882
2.85,2.23,1.39,75.43,127.27,244.34,76101.3,31.82253498777648
2.81,2.0,1.32,75.91,128.13,266.62,73760.3,31.886820338097166
2.8,2.09,1.38,76.02,127.44,250.28,65276.8,30.29589461618646
2.77,2.1,1.31,76.45,127.57,292.67,68478.5,33.33467642225783
2.82,2.17,1.71,75.25,128.18,254.29,72739.1,33.258180075347425
2.55,2.0,1.46,76.22,127.74,277.54,70716.3,29.267478109347238
2.82,1.84,1.76,75.72,128.5,243.06,73591.6,31.121263175016978
2.76,2.22,1.71,75.77,127.5,273.33,68657.9,33.94095778364972
2.58,1.86,1.75,76.56,128.05,290.81,70372.3,31.355818970382487
2.86,2.28,1.27,75.93,127.22,282.87,74164.6,34.812547020048626
2.61,2.27,1.74,75.85,127.42,290.38,75399.2,34.158135790216036
2.55,1.77,1.49,75.71,127.49,262.58,75808.1,27.596586150327383
2.75,1.87,1.27,75.74,128.22,242.0,66292.2,27.668076158437387
2.75,1.85,1.3,76.26,127.4,244.96,75007.8,28.54828682128398
2.57,2.1,1.64,75.66,127.69,279.36,65222.6,30.491508071219826
2.73,1.76,1.55,76.48,127.92,243.76,74680.7,28.766905409370068
2.73,2.02,1.72,76.4,128.05,244.9,65901.1,30.123527319809412
2.62,2.05,1.36,76.45,128.07,259.02,65037.1,28.213508488621144
2.72,2.23,1.61,76.6,128.57,251.77,76781.5,31.861019929716875
2.52,2.19,1.4,75.61,128.05,259.88,69796.2,28.1311524304884
2.87,1.83,1.2,76.03,127.44,293.21,73267.8,33.46775842775476
2.57,2.28,1.36,75.71,127.26,267.91,72284.6,29.776707762007916
2.72,1.83,1.46,75.68,128.01,240.99,63944.3,27.52168059877745
2.69,2.21,1.5,75.81,128.2,267.03,71634.2,31.79857439232076
2.82,1.99,1.69,75.51,127.67,250.36,64061.7,31.30461965147954
2.76,2.11,1.22,76.05,127.64,292.67,65494.7,32.565105988326266
2.67,1.98,1.65,75.88,127.67,286.1,63266.7,31.80972338438967
2.9,2.18,1.64,76.26,127.68,253.08,75138.8,34.296155822285485
2.9,2.3,1.39,76.35,127.86,280.39,75755.1,36.15676633158132
2.71,1.98,1.74,75.52,127.52,253.15,68596.3,30.52927220349575
2.73,2.2,1.78,75.96,127.39,284.96,71236.6,34.96050589037391
2.6,2.06,1.77,75.26,128.28,259.93,68669.2,30.10099690903219
2.54,1.86,1.42,76.53,127.55,264.3,70166.4,27.166187418417238
2.63,2.05,1.4,76.53,127.94,261.81,71503.3,29.238070241621656
2.59,1.91,1.51,75.51,127.76,288.66,66741.3,30.161833477981943
2.88,1.82,1.4,75.75,128.52,250.53,68482.0,30.673257571483944
2.88,1.82,1.48,76.08,127.92,269.04,72377.5,32.87045714140034
2.63,1.74,1.69,75.54,128.18,262.2,76060.0,29.455603490606634
2.62,2.27,1.35,76.59,127.96,278.78,71050.7,31.242541870155904
2.51,2.1,1.26,75.42,128.33,277.76,64908.2,28.021642808163918
2.67,1.74,1.68,76.15,128.45,268.16,64138.8,29.518743846766668
2.65,1.71,1.47,75.23,128.05,267.42,74850.1,28.984646509481152
2.54,1.75,1.64,76.31,127.25,244.96,76068.1,26.623787440186632
2.51,1.96,1.75,75.98,128.25,293.3,69740.0,30.999638793739976
2.7,2.29,1.31,76.23,128.48,246.76,64740.6,29.314231361353862
2.68,1.77,1.53,76.44,128.16,244.46,64996.7,27.345567327789084
2.65,1.98,1.62,76.54,127.28,283.11,63404.6,31.121461251071153
2.66,2.16,1.32,75.21,128.37,250.42,74248.0,29.244823556094914
2.59,2.14,1.78,75.8,127.31,279.43,68049.6,31.82629677298435
2.83,1.91,1.24,76.09,127.48,280.2,72413.4,32.33688831070397
2.69,2.27,1.63,76.49,128.53,273.75,63675.8,32.61226045011536
2.69,1.95,1.68,75.38,127.87,287.03,68886.6,32.678832826382816
2.52,2.3,1.6,76.35,128.07,265.99,65784.0,29.581314908358152
2.75,2.18,1.54,75.58,128.01,279.26,69269.6,33.47353652880766
2.86,1.8,1.8,75.56,128.59,266.19,71920.7,33.58145164849675
2.76,1.9,1.58,76.34,127.8,249.04,71567.9,30.181762690148346
2.71,2.02,1.74,76.25,128.55,279.21,71177.2,33.28689897892828
2.56,2.19,1.71,75.32,128.23,277.74,65732.2,31.104342423082997
2.64,1.75,1.34,75.97,128.05,270.58,70886.2,28.406070092872667
2.59,1.77,1.39,75.22,128.12,259.47,71414.6,27.198149098072875
2.6,1.76,1.73,75.45,128.1,261.11,65334.0,28.280183190854657
2.51,1.91,1.54,76.27,128.43,246.47,69716.2,26.089260509718386
2.62,1.91,1.67,76.16,127.55,253.39,74718.1,29.190495948154947
2.8,2.26,1.6,75.49,127.95,255.1,75615.3,33.218412060293375
2.85,1.97,1.53,76.3,128.34,240.98,74357.9,31.077654202041984
2.88,2.03,1.77,76.25,128.25,243.94,66005.9,32.484191141147406
2.9,2.24,1.49,76.28,128.31,241.01,72920.8,32.69775261445734
2.6,1.99,1.35,76.48,127.25,247.92,68616.4,26.968550161035253
2.86,1.97,1.64,75.75,128.26,241.95,75177.9,31.78094696669264
2.7,1.87,1.24,76.42,127.34,266.42,65358.4,28.59461311082005
2.65,2.04,1.27,76.03,128.43,286.8,63559.8,30.374339242232807
2.52,2.15,1.25,75.61,128.34,244.37,66046.0,25.890672247237674
2.89,2.28,1.45,76.24,127.88,262.92,72707.0,34.44601137646187
2.7,2.28,1.58,75.55,127.96,261.22,70057.1,31.929921311725323
2.88,1.81,1.5,75.77,128.13,289.07,65074.1,33.96725402540979
2.89,2.13,1.52,75.67,127.64,285.81,67622.8,35.512654122504685
2.76,1.81,1.7,75.96,127.71,285.24,73395.8,33.4371040666111
2.59,2.23,1.65,76.32,127.62,276.92,73213.5,31.973999941447758
2.64,1.8,1.41,76.36,128.1,267.57,70866.1,28.67572644249283
2.64,2.07,1.64,75.84,128.35,247.49,69624.5,29.22441798611699
2.78,2.24,1.37,75.38,128.53,286.04,70682.3,34.2230981548209
2.76,2.29,1.5,75.91,128.36,249.63,71528.3,31.669236605126983
2.8,2.23,1.44,75.51,128.46,250.46,72012.3,31.790451730420685
2.66,2.02,1.45,75.96,128.31,268.65,66845.9,29.997737357924464
2.59,1.72,1.23,76.22,128.33,250.6,68383.0,25.373845360443923
2.51,2.13,1.74,76.56,127.63,248.27,68034.8,27.94894749560474
2.87,1.77,1.7,75.65,128.28,292.52,63159.5,34.64065534949141
2.5,1.71,1.71,76.3,128.28,269.25,70726.9,27.537945967654608
2.62,2.29,1.3,75.64,128.13,252.45,63662.4,28.48402456584229
2.89,2.14,1.41,75.64,127.31,263.48,72152.4,33.45621070668808
2.58,2.25,1.35,75.45,128.4,246.76,72475.6,28.26602632036061
2.7,1.84,1.69,75.81,127.87,267.77,76391.3,31.440544438782993
2.53,2.01,1.23,75.68,127.5,264.03,63016.2,26.3816855712317
2.71,2.11,1.66,75.44,128.19,248.61,69054.0,30.488815614963826
2.82,1.73,1.67,76.09,127.27,290.25,72829.4,34.14589179296861
2.83,1.98,1.35,76.21,128.19,275.86,70324.5,32.75056053727731
2.77,2.17,1.42,75.59,127.51,279.09,65496.3,32.701118504599506
2.5,1.7,1.63,75.25,128.0,242.81,75266.4,25.59864695306983
2.69,1.75,1.29,75.61,127.85,263.85,73050.9,28.57062827552177
2.63,1.77,1.31,76.27,128.3,286.7,69801.0,29.384839288600418
2.71,1.86,1.39,75.6,127.24,256.05,68634.6,28.72336762557036
2.84,1.96,1.49,75.88,128.19,290.92,65304.0,34.236748033166876
2.61,1.78,1.78,75.24,127.81,277.88,69712.1,30.432299060162748
2.87,2.21,1.65,75.44,127.38,284.57,76804.7,36.74762859090431
2.88,1.83,1.35,76.25,127.41,257.21,68325.5,31.036483029777813
2.78,2.24,1.4,75.83,127.37,241.07,73822.3,30.60157655174733
2.74,2.0,1.61,76.45,127.92,255.43,73618.2,31.17308459949068
2.88,2.26,1.26,75.54,127.37,268.7,73177.0,33.67837971908632
2.5,1.98,1.59,75.24,127.83,262.5,74657.7,28.25614712000977
2.53,2.15,1.25,75.85,128.49,272.82,74395.4,28.928944012402283
2.86,1.89,1.62,76.51,128.55,272.85,76845.4,34.22920473726886
2.65,1.74,1.74,76.47,127.4,282.37,68309.4,30.928206396903263
2.89,2.04,1.54,75.57,128.07,268.14,68305.8,33.81985118583755
2.67,2.29,1.67,75.68,127.41,286.42,76699.2,34.56518348712048
2.65,1.85,1.21,76.34,127.34,249.34,71353.9,26.836461950919855
2.75,2.09,1.31,76.31,128.49,256.83,70829.8,30.397153082704293
2.84,2.2,1.3,75.31,128.3,282.87,70851.6,34.254562569575526
2.88,2.29,1.5,76.5,128.42,278.1,64444.4,35.38148096349376
2.69,2.17,1.5,75.57,127.57,241.28,76016.9,29.70224841112197
2.69,1.78,1.58,75.93,127.75,248.51,65328.5,28.070755778713377
2.58,2.24,1.44,75.82,128.52,255.02,74739.9,29.42273058209294
2.71,1.79,1.75,76.22,128.53,265.94,76353.1,31.45314102001994
2.69,2.18,1.32,75.86,127.91,265.95,64761.5,30.174794207771086
2.73,1.83,1.8,75.56,128.11,263.52,74288.8,31.78086951900623
2.57,2.09,1.51,76.21,127.58,273.65,64828.4,29.37327650787627
2.54,1.78,1.4,75.63,127.62,243.53,63476.5,24.68304356014842
2.79,1.73,1.21,76.4,127.73,259.4,74124.8,29.32277968990725
2.67,2.22,1.22,76.48,127.99,290.26,73985.9,32.345135133773695
2.68,2.14,1.79,76.3,128.39,242.93,72477.5,30.586072053560272
2.65,1.95,1.23,75.63,127.94,247.91,71200.7,27.30122038467978
2.55,2.12,1.23,76.21,128.53,279.57,73839.5,29.411824457340188
2.69,2.0,1.66,75.48,128.45,241.16,71630.1,29.293262495884463
2.86,1.83,1.26,76.16,128.18,282.75,74246.6,32.9569771092235
2.79,1.97,1.68,76.29,127.94,281.37,74066.9,34.34481151650978
2.84,1.82,1.52,76.03,128.5,260.66,69255.2,31.539977447646564
2.57,1.72,1.23,75.54,128.09,248.4,72568.8,25.315631378850142
2.88,2.0,1.43,75.88,128.15,280.69,68630.2,34.172683799249356
2.83,2.03,1.61,75.44,127.35,247.02,71684.8,31.558890185683893
2.78,1.76,1.7,76.5,127.32,256.82,69468.5,30.87459074318936
2.64,1.89,1.38,75.96,128.25,259.26,67050.7,28.054955058512817
2.57,2.25,1.58,76.36,128.43,268.45,67664.1,30.392821890661438
2.66,2.2,1.78,76.29,127.38,244.99,76321.8,30.991135017668242
2.73,1.97,1.26,76.51,128.06,256.72,65367.7,28.895216549617956
