outer_wall_thickness,inside_wall_side_thickness,inside_wall_middle_thickness,height,width,sigma0,youngs,predicted_mean_force
2.68,1.7,1.7,76.24,127.72,279.32,71662.6,123.11413118753025
2.82,2.08,1.75,75.35,128.29,248.62,76894.7,132.03057884471377
2.87,1.91,1.54,76.0,128.14,253.32,67266.5,125.29731788686946
2.83,1.93,1.31,76.53,127.62,284.49,71095.0,131.80600743160335
2.72,1.79,1.79,75.94,128.06,290.0,63345.7,128.02167166261154
2.65,1.83,1.7,75.83,128.53,257.14,73213.7,119.08289826689112
2.63,1.95,1.45,75.73,127.34,261.46,69589.4,117.91635955280834
2.83,2.29,1.41,76.32,128.28,245.21,74320.0,131.299711543439
2.72,1.74,1.55,76.41,128.22,272.52,76936.3,123.96849550469712
2.52,1.91,1.55,75.94,128.35,249.26,69785.1,109.81467990753085
2.85,2.28,1.28,76.4,127.28,256.59,65221.3,130.43386739183063
2.84,1.7,1.68,75.6,128.53,269.17,69891.4,126.19236169901832
2.78,2.25,1.27,75.69,128.51,279.18,66916.9,133.59771359847116
2.51,1.96,1.44,76.18,127.5,254.65,72124.4,111.5937043568148
2.55,1.72,1.28,76.22,128.47,271.98,66196.8,108.58602263131276
2.61,2.23,1.23,75.76,127.94,242.78,71413.3,116.17258379229806
2.83,1.96,1.52,75.71,127.88,277.69,71950.3,133.51674569124998
2.75,2.27,1.53,75.37,128.19,271.4,69369.5,134.64322784977878
2.62,2.16,1.41,75.65,127.85,248.07,70906.4,118.46648873361552
2.58,1.76,1.56,75.21,127.3,260.51,65239.2,110.64631860501244
2.6,2.24,1.24,76.41,127.33,260.12,72287.8,121.40119793027272
2.79,2.02,1.34,75.94,127.23,280.53,65554.9,129.49907311298148
2.51,1.96,1.25,75.46,128.03,256.47,74196.4,110.774827742418
2.7,1.83,1.29,75.61,127.81,246.13,73040.6,112.98604964908567
2.71,1.71,1.44,75.21,128.28,278.29,63440.8,117.99928948381036
2.58,2.22,1.47,76.04,128.11,281.54,70937.3,128.59560743976772
2.85,2.28,1.45,76.06,127.31,252.93,73894.8,134.608972961851
2.75,2.02,1.59,75.37,127.92,293.79,70927.2,136.54568483435708
2.79,1.85,1.75,76.28,127.83,275.09,69482.2,130.13412681943112
2.77,2.18,1.58,76.49,127.81,265.53,71563.1,133.00065744459596
2.87,1.8,1.8,75.91,127.97,293.74,74108.5,140.21482629814295
2.7,1.83,1.61,75.74,127.8,291.59,64998.7,127.08367689083799
2.8,1.96,1.49,75.24,127.26,249.95,65667.7,121.23371527196424
2.81,1.74,1.25,75.6,128.17,247.61,74993.7,116.30903012043247
2.51,1.99,1.56,75.69,128.31,271.55,73324.5,119.2516646111957
2.5,2.22,1.78,76.25,127.25,266.84,71754.4,124.49012800926518
2.66,1.94,1.63,76.01,128.15,275.77,70629.0,125.71279489177233
2.73,2.23,1.79,76.1,127.79,287.96,74694.5,142.6342398256072
2.58,1.77,1.46,76.3,128.45,256.32,76748.7,112.69989976675016
2.59,2.23,1.45,75.87,127.47,242.96,76585.2,119.7156497899356
2.64,1.98,1.67,75.52,127.36,276.05,76133.8,128.36508230179436
2.63,2.05,1.63,76.32,127.28,262.18,73521.1,123.9914987670394
2.55,1.83,1.49,75.98,128.4,279.79,76068.7,119.76626330869273
2.79,2.22,1.77,75.6,127.52,277.18,76443.3,142.4029162784376
2.75,1.95,1.5,75.5,127.94,261.04,66472.8,122.47003621900446
2.66,1.83,1.55,76.32,127.73,254.39,65146.7,113.82897774193977
2.74,2.08,1.78,75.79,128.53,255.1,72944.4,129.28320306415878
2.89,2.0,1.25,76.09,128.12,257.29,64299.4,124.82100250121427
2.67,1.75,1.29,76.28,128.59,246.22,67489.2,107.64141387281349
2.55,1.93,1.25,75.61,127.29,283.2,69235.5,117.81617561768122
2.53,2.22,1.23,76.03,128.24,241.59,67515.0,110.60241055585233
2.67,1.97,1.46,75.86,127.49,260.18,72845.6,121.09941873651191
2.79,2.03,1.65,75.74,127.4,253.76,65993.3,125.67135388628914
2.52,1.95,1.74,75.41,127.92,268.95,75041.8,120.74269189671112
2.71,1.96,1.51,76.35,128.35,287.69,65171.0,128.1895558760799
2.6,2.19,1.78,76.01,127.91,261.58,71565.6,126.85562840344643
2.88,2.04,1.44,75.89,127.43,243.52,69872.4,125.85364017136727
2.71,2.27,1.71,75.68,127.85,245.58,64561.4,125.45123679331824
2.6,1.86,1.79,75.32,127.52,262.96,70376.3,119.1986372255193
2.88,2.25,1.25,76.36,127.89,260.79,67814.1,132.79501301432686
2.69,1.94,1.24,76.53,127.53,243.39,75782.7,114.77828427849774
2.57,2.27,1.37,76.38,128.15,257.25,71622.3,121.18507138703775
2.72,2.24,1.25,76.4,128.49,290.22,63299.8,132.01689671459542
2.56,2.0,1.67,76.23,128.16,244.31,71769.2,114.34121977651013
2.88,1.99,1.47,75.91,127.64,293.33,66733.0,138.37628607388694
2.73,1.76,1.6,75.3,127.98,277.42,68695.6,123.85484148271713
2.85,1.89,1.7,76.11,127.76,244.25,72811.5,125.35532228411877
2.87,2.05,1.44,75.35,127.43,261.52,74391.4,132.6507565333294
2.63,2.21,1.33,76.01,128.16,285.11,74656.5,131.35519267230052
2.81,1.84,1.46,76.49,128.31,249.1,76977.7,122.4451277919601
2.68,1.83,1.44,76.32,127.89,244.86,70571.9,112.59014375491417
2.8,1.88,1.8,76.51,128.6,285.24,70828.8,135.20972790129497
2.54,1.79,1.64,76.54,128.01,263.74,75832.5,115.31260857021984
2.65,2.0,1.5,76.57,127.93,240.52,71207.0,114.9341362688972
2.68,1.72,1.68,75.95,128.16,287.22,64002.6,122.69312407955569
2.77,2.25,1.6,75.7,128.43,256.63,69647.2,131.64172794106412
2.8,2.24,1.77,75.5,128.14,252.33,72127.6,134.4245304686881
2.74,1.82,1.74,75.81,128.52,256.77,76719.9,124.53330975566338
2.81,1.73,1.21,76.46,128.56,266.3,63344.2,116.36759496983508
2.81,2.11,1.27,75.5,127.54,255.44,64435.0,123.82613323484306
2.74,1.76,1.49,76.13,127.21,280.05,74576.1,126.03040688934597
2.86,1.8,1.43,75.29,127.85,254.3,71256.4,122.64751790390962
2.61,2.29,1.66,75.48,128.27,282.75,72427.3,134.87853809773424
2.5,2.05,1.27,76.0,128.37,252.56,71535.5,110.4963978822018
2.89,1.96,1.65,75.2,128.58,282.44,66591.8,136.8640807617652
2.66,2.0,1.69,75.88,128.07,282.25,71962.8,130.28061965324753
2.51,1.74,1.59,75.51,128.37,267.01,65352.6,109.42824689173007
2.55,1.84,1.5,75.73,127.22,289.06,67684.3,119.77553082844214
2.87,1.8,1.38,76.33,128.46,252.82,65036.6,119.57090956954814
2.85,1.83,1.58,75.48,128.43,289.85,76433.6,137.16076621107277
2.53,2.19,1.32,76.13,127.27,282.69,65556.1,122.27316911199013
2.77,1.91,1.79,75.64,127.92,271.38,65907.4,128.71570581973424
2.86,2.01,1.72,76.16,128.17,256.58,64048.8,129.14661278970596
2.62,2.06,1.62,75.89,128.2,267.61,73308.7,125.30337825439689
2.87,2.17,1.78,75.33,127.42,254.86,74606.5,137.58443782295478
2.74,1.85,1.22,75.82,127.34,256.12,69106.4,115.93812125447188
2.51,2.16,1.63,75.82,128.47,269.07,68150.4,121.38757373273144
2.54,2.18,1.78,76.15,128.43,279.78,76658.0,131.18277375125695
2.52,2.13,1.55,76.05,128.25,258.08,73524.6,118.88943094379285
2.58,1.86,1.24,75.2,127.35,246.63,75983.2,109.11891995373686
2.87,1.91,1.28,76.53,127.44,270.94,72162.2,129.26919240112227
2.83,1.87,1.25,76.09,128.43,262.8,74333.6,124.48868220439375
2.76,1.86,1.51,75.24,127.79,284.01,76970.6,131.60179554961223
2.76,1.95,1.49,76.26,127.54,286.01,65807.0,129.88101651892407
2.85,1.94,1.72,75.55,127.55,250.7,71376.7,128.11416241876555
2.81,1.79,1.5,76.47,128.5,284.34,71645.7,129.84546663879223
2.62,2.06,1.23,76.2,127.26,278.44,69329.0,122.32697355550307
2.83,2.12,1.33,75.42,127.68,246.72,75459.7,127.24055204486855
2.67,2.25,1.8,75.38,128.56,272.99,66595.0,133.22115254897506
2.85,1.9,1.63,76.25,127.67,257.78,67970.4,126.92654891567328
2.72,1.74,1.69,75.39,128.38,292.67,72826.7,130.04131337416015
2.73,1.79,1.79,76.22,127.29,257.94,72052.5,122.48756975182006
2.58,1.95,1.24,75.36,128.15,277.44,75379.6,120.07786643628357
2.62,2.14,1.47,76.53,127.45,264.84,63772.7,120.95869683076366
2.77,2.12,1.66,75.69,128.17,256.87,69737.2,129.38369668920654
2.65,2.07,1.44,76.23,127.29,262.98,68844.8,121.67661123748418
2.62,2.27,1.35,76.51,127.87,283.66,65379.5,128.51823120377128
2.63,2.11,1.62,75.7,127.59,275.76,71810.6,128.73340261797273
2.59,2.28,1.52,75.47,127.26,288.11,75344.8,134.5652655464603
2.85,2.17,1.59,75.84,127.46,248.94,74877.1,132.86371079083904
2.66,1.98,1.26,76.56,128.07,246.25,69528.3,113.09174812721848
2.86,1.85,1.46,75.73,127.25,292.6,69702.5,134.97705551000024
2.6,2.08,1.22,75.49,128.5,260.07,67206.2,115.62953412265303
2.83,1.9,1.61,76.56,128.53,252.61,72068.3,125.73247639906073
2.79,1.71,1.29,76.33,127.52,274.02,69797.9,121.0186051381752
2.68,2.01,1.73,76.45,128.25,273.24,72635.4,129.41336871705948
2.69,1.83,1.4,75.89,127.86,248.62,75209.4,115.40490373080003
2.79,2.17,1.42,76.34,128.13,257.31,73281.2,129.98552493510067
2.57,1.8,1.68,76.01,127.54,249.74,68472.8,110.59620636536319
2.54,2.24,1.3,76.36,127.21,270.28,63391.4,119.23579350197953
2.7,1.79,1.79,75.3,127.37,277.14,66386.5,124.61864795811756
2.75,2.17,1.25,75.79,127.45,247.05,75229.8,123.91886725305291
2.62,1.97,1.25,75.66,127.53,250.1,73543.9,113.69086837772149
2.62,2.1,1.57,75.55,127.67,288.44,69252.1,130.22825982334382
2.65,1.86,1.74,75.66,127.44,240.85,69684.8,114.03196085992433
2.53,2.09,1.27,75.25,127.95,268.09,68093.9,116.09606475997909
2.82,2.23,1.35,75.89,127.86,255.87,72065.7,131.09388650840992
2.79,1.85,1.23,75.48,127.49,247.16,68454.9,115.30987200100311
2.67,2.24,1.64,75.92,128.35,290.65,70876.8,137.79344779257065
2.87,2.13,1.44,76.51,128.49,255.72,67158.4,129.92681772394621
2.53,2.21,1.55,75.91,128.39,280.64,73034.2,127.65712202422868
2.68,2.26,1.3,75.27,127.6,288.98,76790.1,136.41719405720244
2.71,1.99,1.63,76.4,128.28,255.76,63998.3,120.6772038627487
2.89,2.28,1.62,76.43,127.59,252.8,68040.2,136.15067302040495
2.89,1.8,1.31,75.93,128.18,285.35,67705.4,130.11704518028102
2.6,2.0,1.76,75.2,128.11,275.6,76828.2,128.38511876277232
2.53,1.9,1.56,75.73,127.66,283.24,65096.6,118.33319020462751
2.87,2.25,1.39,76.1,127.28,270.88,76194.3,140.24064884194274
2.53,1.99,1.21,76.13,128.43,289.93,75763.9,122.02881251429325
2.65,2.06,1.58,75.24,128.4,268.81,72415.9,126.2587357046889
2.84,1.81,1.53,76.41,128.01,279.65,67012.9,129.00295336563602
2.81,2.04,1.61,76.31,128.53,246.2,75676.8,127.74909753492024
2.53,2.01,1.48,76.11,127.77,256.96,68426.6,113.4518663475592
2.76,2.09,1.77,76.18,128.31,255.28,64305.5,126.9388837802086
2.55,2.25,1.76,75.31,127.7,272.89,63684.2,126.18370567711692
2.86,1.88,1.33,76.16,127.67,262.41,74589.7,127.12155012707468
2.55,2.07,1.6,75.75,127.91,246.82,68164.8,114.10669334966555
2.83,2.2,1.21,76.24,127.88,263.5,68883.1,130.12571865824918
2.87,1.88,1.79,76.28,127.84,269.74,69153.6,133.19712919568883
2.85,2.3,1.4,76.01,128.13,290.52,67980.6,143.1755141506368
2.72,2.17,1.59,76.49,128.42,259.23,76299.9,130.56135283710069
2.71,1.82,1.32,76.42,128.08,257.85,70910.1,116.11273240130483
2.52,2.21,1.44,75.49,127.47,262.25,64396.1,117.34080276729516
2.58,2.14,1.71,76.26,127.25,282.61,63203.4,127.01255374297956
2.56,1.76,1.66,76.02,127.52,291.8,68876.3,121.39203240575615
2.56,2.08,1.54,75.72,127.25,283.49,72724.6,126.51476974688184
2.64,2.02,1.78,75.72,128.4,252.17,66972.7,120.24952300394979
2.65,2.14,1.48,75.79,127.7,291.72,66297.3,131.2486531276162
2.86,1.82,1.69,75.59,127.28,276.18,72207.3,133.16487768624268
2.54,2.3,1.3,76.5,127.51,264.64,69204.9,120.95641723719986
2.55,2.24,1.79,75.29,128.3,246.95,68764.7,120.64808625436412
2.85,1.85,1.8,76.19,127.26,286.3,74840.0,138.68806055664413
2.6,2.12,1.72,75.53,127.41,257.81,68893.7,122.39005683051802
2.81,2.16,1.74,75.2,128.26,287.0,67128.6,140.86242251502006
2.58,1.99,1.51,75.62,127.3,257.5,66522.8,115.06372535315894
2.85,1.97,1.71,75.96,128.53,244.02,69124.2,125.89584537065095
2.71,1.9,1.64,76.17,128.59,261.57,69588.9,122.52009514198598
2.7,2.07,1.22,75.94,127.46,288.11,69114.8,128.73182808294348
2.89,2.06,1.39,75.36,127.32,265.23,67815.6,131.79154243072912
2.74,2.2,1.4,75.49,127.26,242.25,74704.1,124.28499672161765
2.85,2.29,1.72,75.95,128.51,260.38,72039.3,139.60712130902107
2.79,1.95,1.6,75.22,128.42,240.69,63805.0,118.32563039322976
2.8,2.04,1.49,75.69,128.03,240.88,68725.2,121.6168005418847
2.83,2.27,1.41,76.0,127.28,293.0,70119.5,143.34609255288456
2.63,2.04,1.25,75.72,128.29,280.43,72757.7,124.36562142470952
2.61,2.07,1.26,76.25,127.98,277.77,68751.2,121.93773078236326
2.57,2.28,1.52,76.27,127.74,275.01,64662.8,125.83848305099663
2.59,2.22,1.65,75.24,128.1,274.19,69947.0,128.7878152193574
2.71,1.81,1.49,75.21,127.49,252.97,75108.6,118.09359033633258
2.55,1.72,1.45,75.23,128.32,240.64,76957.0,105.71912653148037
2.88,2.03,1.28,75.36,127.57,268.11,65717.6,129.30212915178163
2.83,1.81,1.29,76.11,128.38,270.66,67735.4,123.2218085101779
2.67,2.0,1.66,75.91,128.57,245.29,72521.6,119.76720295511178
2.8,1.77,1.75,75.33,128.48,253.14,74610.2,124.17259135389214
2.6,1.78,1.52,75.54,127.59,289.64,76872.9,124.30706187553734
2.82,2.1,1.24,75.27,127.84,253.85,76373.6,127.70479514729404
2.89,2.24,1.29,75.23,128.17,258.08,75371.4,135.63345812391435
2.81,1.71,1.67,76.2,128.06,273.39,75170.3,128.30656860994168
2.7,1.79,1.51,75.63,128.35,255.42,67297.0,115.19159047182349
2.6,1.77,1.7,75.3,127.4,241.18,68637.4,108.93551929089928
2.54,1.9,1.54,75.65,127.32,267.18,75848.8,117.76429985944073
2.83,2.28,1.44,75.41,127.4,274.11,69462.2,138.21087019715844
2.56,1.86,1.37,75.42,127.51,243.32,65824.2,105.06710807919127
2.72,1.96,1.63,76.19,127.71,245.67,63600.4,117.37427361927782
2.53,2.06,1.44,76.19,127.64,282.09,67299.2,121.06582180002103
2.61,2.06,1.46,75.28,127.78,292.42,75665.1,131.09362147311379
2.63,1.7,1.26,75.46,127.23,254.65,68655.1,107.44161789830254
2.85,2.21,1.55,76.23,127.53,289.96,76270.4,145.86121601680372
2.66,1.92,1.6,76.13,127.23,279.22,63218.1,123.19713311842283
2.7,1.76,1.46,75.6,128.48,287.09,73831.2,125.60112791353824
2.89,2.16,1.69,75.43,127.85,292.64,73959.3,148.13371380774856
2.84,1.88,1.5,75.46,128.47,265.33,76973.4,130.06382738840784
2.89,2.23,1.32,76.28,127.34,242.0,63456.9,126.54662101804333
2.57,2.26,1.28,76.06,127.71,272.08,69684.5,123.59196806483591
2.67,1.91,1.46,75.8,127.61,261.49,63826.5,116.69905034652915
2.64,2.07,1.42,75.99,127.39,273.47,76003.3,126.69363391990636
2.9,1.98,1.21,75.43,127.71,284.03,65016.9,132.43913647474096
2.83,2.08,1.29,76.49,127.79,258.56,76422.4,129.60119647061924
2.82,1.78,1.41,75.63,127.33,287.73,73167.5,130.7822762051735
2.52,1.9,1.65,75.75,127.99,243.17,72615.9,110.00046524669632
2.6,1.8,1.34,76.0,127.74,279.96,66013.5,115.74473692369817
2.89,1.9,1.62,75.75,127.69,262.38,67281.2,129.63447828184985
2.88,2.17,1.78,76.2,128.1,243.48,74616.7,134.76544795518828
2.6,1.87,1.44,76.36,127.6,293.18,71235.8,124.31724147424747
2.67,2.0,1.29,76.1,128.17,291.95,69389.8,127.62751095525597
2.78,2.13,1.29,75.28,127.41,271.72,72321.5,131.00570140486275
2.73,1.73,1.47,76.41,127.61,243.71,69614.9,112.12608741566682
2.75,2.05,1.71,75.5,127.32,285.55,75262.4,137.8919529609999
2.6,1.92,1.33,75.79,127.78,275.1,70079.4,118.59649981805798
2.53,2.03,1.35,75.38,127.84,243.39,74178.4,110.58813281965355
2.68,1.98,1.44,75.51,128.0,287.33,63284.1,125.8443469024079
2.62,2.29,1.48,76.44,128.29,266.32,76657.6,129.7125484882073
2.56,1.75,1.53,75.64,128.35,264.61,71260.1,112.60328116713073
2.86,2.07,1.44,75.91,128.43,254.01,73387.4,130.0813417110046
2.66,1.73,1.33,76.55,127.71,257.08,69110.9,111.06219174414493
2.77,1.89,1.63,75.75,128.0,279.49,76106.0,132.59492495129484
2.83,1.82,1.66,75.94,127.52,284.47,67471.3,132.10071768258217
2.86,2.07,1.21,76.03,127.89,280.65,73312.5,135.0586682792789
2.67,2.07,1.36,75.5,127.2,263.63,71497.9,122.82309004576565
2.82,1.77,1.76,75.85,127.98,248.85,66061.2,120.61244378357823
2.74,2.26,1.27,76.26,127.58,263.97,75741.7,130.94229000746884
2.86,2.19,1.35,76.45,127.38,248.79,64743.5,127.10307052961709
2.51,2.0,1.33,76.0,128.27,247.39,68581.9,107.86018599384467
2.55,2.24,1.67,76.21,127.83,261.17,65946.2,122.22280162357573
2.75,2.09,1.31,76.27,128.53,246.59,72591.1,121.55599198684901
2.66,1.74,1.56,75.44,127.89,266.28,69973.4,117.0668883808752
2.7,2.0,1.6,75.37,128.04,258.93,73569.8,124.75855009471583
2.72,2.17,1.37,75.61,127.55,290.6,63107.5,132.24564482838264
2.53,2.17,1.69,76.09,127.63,246.68,71214.1,117.59555493571965
2.88,1.76,1.21,75.89,128.49,267.99,66646.3,121.94693580303682
2.56,2.06,1.59,75.83,127.85,286.01,67794.8,125.56205585829481
2.51,2.01,1.62,76.38,127.98,259.26,67685.3,114.59963262121632
2.77,2.23,1.3,76.24,127.41,250.26,68790.9,125.37251711025887
2.73,2.02,1.42,75.36,128.1,290.62,76911.1,134.96026275275608
2.61,1.85,1.38,76.15,128.39,282.01,66681.0,118.5684355839934
2.86,2.03,1.78,75.21,127.42,268.36,67189.1,134.9997550153007
2.57,2.26,1.29,76.58,127.6,293.53,76999.5,132.34995742161573
2.66,1.96,1.64,76.54,127.4,268.36,69099.1,123.53867533150948
2.55,2.19,1.58,75.69,128.53,250.25,71424.8,119.01119777919372
2.57,1.71,1.29,75.75,128.06,252.8,63116.1,102.74921812368213
2.53,1.96,1.39,76.23,127.26,278.06,70516.9,118.1720060410969
2.68,1.71,1.58,75.89,128.1,287.08,68621.0,122.9743699597973
2.77,1.91,1.43,75.79,128.11,268.48,67191.8,123.98454216815368
2.6,2.23,1.42,75.61,128.29,248.57,65198.5,117.37608220161236
2.79,2.21,1.23,76.31,127.42,282.18,66940.9,133.59683438388322
2.55,2.01,1.55,76.33,127.45,276.29,65683.2,119.82117013832898
2.56,1.98,1.59,76.42,128.11,278.75,64493.0,120.21976568851768
2.58,2.07,1.79,75.71,128.47,286.75,66389.7,128.78634734239938
2.84,2.14,1.37,75.87,127.99,242.54,65439.5,123.57355376373006
2.58,2.19,1.6,75.21,127.99,245.19,64942.0,116.56758683391514
2.59,1.9,1.24,76.16,127.79,260.24,67931.5,111.446777408887
2.82,1.9,1.46,76.08,127.38,262.59,66190.4,124.34489379938942
2.87,2.16,1.44,76.02,127.64,253.18,69141.6,130.85067107232783
2.52,1.88,1.32,76.03,127.72,290.49,65948.7,116.93052508773475
2.7,1.87,1.6,75.47,128.36,248.32,66643.0,115.86872683960657
2.79,2.01,1.71,76.47,127.72,278.1,75260.2,136.49959706745824
2.78,1.83,1.41,76.07,128.16,262.42,70722.1,121.81191541161833
2.72,2.07,1.3,75.63,128.26,287.9,67138.0,129.67417274399247
2.64,1.84,1.67,76.28,127.83,287.82,64972.3,124.26402182789458
2.65,1.92,1.62,75.47,128.31,270.9,69572.5,122.89407076336842
2.65,1.77,1.64,75.51,127.51,284.58,76984.8,126.2828497499868
2.89,2.29,1.27,76.18,127.33,284.81,74019.8,143.86539399410492
2.77,1.74,1.67,76.21,127.48,261.97,64517.8,119.99125769007073
2.72,1.87,1.75,76.49,127.96,287.77,70445.7,131.48401101992113
2.87,1.75,1.71,76.08,128.59,245.9,71270.2,122.84864727100286
2.84,1.8,1.8,76.6,127.67,264.47,71792.8,129.51524402028122
2.7,2.22,1.28,76.4,127.24,280.91,70630.1,131.39610610154875
2.81,1.89,1.49,76.5,127.29,280.71,68592.6,130.20798279331802
2.82,2.08,1.21,76.25,128.09,255.39,75664.8,126.98887138464251
2.64,2.05,1.76,75.8,127.83,292.74,73611.9,135.05533364308928
2.64,1.84,1.79,76.57,127.69,256.75,73959.5,119.98505152689758
2.82,2.25,1.65,75.5,127.26,262.06,64366.8,134.01750399271555
2.56,2.29,1.4,75.46,128.55,268.94,64116.4,122.3738984583921
2.8,1.76,1.44,76.07,127.27,268.36,68486.8,122.42046642274899
2.57,2.04,1.42,76.51,127.64,287.67,64627.7,122.70034714674388
2.54,2.14,1.47,76.39,128.14,257.81,76130.7,119.8451780105021
2.74,1.82,1.56,75.65,127.87,266.44,76310.1,124.97339528544946
2.72,2.11,1.31,75.44,127.29,261.84,67989.3,123.57821898576675
2.65,1.81,1.79,76.38,128.27,251.0,71240.5,117.0813370549961
2.74,2.01,1.43,75.8,128.44,265.41,72899.8,126.37283228486457
2.84,2.23,1.55,76.23,128.13,274.45,66669.3,137.7105592355474
2.77,1.76,1.4,75.78,127.6,255.54,68465.9,116.75937966854146
2.72,2.08,1.46,75.48,127.97,286.23,73358.2,133.8201296132744
2.54,2.14,1.47,75.78,128.21,270.9,74078.7,123.079674884218
2.8,1.96,1.6,76.17,128.21,287.24,75474.2,137.19344206870733
2.88,2.06,1.36,75.64,127.55,256.14,65713.3,127.49705010160484
2.64,1.92,1.2,75.38,128.21,286.18,69892.8,121.94286134929634
2.74,1.84,1.67,76.3,127.78,274.04,64961.3,124.6901356925339
2.74,2.15,1.59,76.4,127.52,280.96,71794.3,135.68727630834212
2.63,2.13,1.25,75.56,127.22,242.33,67250.1,113.3342679743413
2.87,2.07,1.33,76.29,128.02,288.73,73020.5,139.11817482385027
2.71,2.27,1.28,76.42,128.32,264.44,67460.4,126.88916111892344
2.85,1.91,1.46,76.24,128.55,290.9,74088.9,136.90178212782382
2.7,1.75,1.72,75.61,128.24,280.28,74243.5,126.73712374625838
2.67,2.24,1.63,76.0,127.2,256.63,74769.8,129.027011669707
2.74,1.91,1.55,75.55,127.91,252.05,72410.9,121.28704879811063
2.77,2.21,1.32,75.59,127.99,284.12,75859.5,137.7685365773707
2.87,2.15,1.43,75.51,128.52,292.34,68114.5,141.40689224768994
2.65,1.86,1.73,75.89,127.65,267.5,72486.0,122.84441767763145
2.89,1.7,1.43,76.36,127.84,268.86,71787.8,126.04185721287605
2.64,1.82,1.74,75.43,128.05,252.35,64908.3,114.26833707578147
2.79,2.08,1.61,75.81,127.49,292.15,64964.0,137.25117237597476
2.8,1.75,1.29,76.48,127.37,263.52,65424.0,117.81200443845252
2.83,2.15,1.63,75.75,128.39,272.83,75679.6,139.42182801177535
2.77,1.77,1.49,76.56,128.11,282.78,67995.0,125.6926395712069
2.59,1.91,1.42,75.61,128.45,241.7,67450.3,108.25533248045635
2.59,1.91,1.71,76.11,128.37,248.18,66914.8,113.40146083272704
2.82,2.1,1.55,76.41,127.51,252.07,76210.3,130.78503091815696
2.69,1.79,1.59,76.22,127.36,261.45,72760.3,119.60673749785089
2.62,1.9,1.36,76.17,128.14,259.49,74364.4,116.34520485136785
2.82,1.95,1.31,75.29,128.05,241.01,71617.5,119.29852775230019
2.51,1.95,1.71,75.28,128.15,257.54,70311.0,114.8800436147692
2.7,1.83,1.5,75.89,127.84,275.74,76448.3,125.47641634737137
2.72,2.13,1.4,75.26,127.74,277.26,72172.3,131.21934332776516
2.65,1.78,1.57,75.39,127.35,274.9,65138.7,118.47418932953532
2.67,2.2,1.68,76.6,128.29,260.26,64346.4,125.83795447963259
2.84,1.79,1.69,75.2,128.18,264.72,71671.9,127.89847397530743
2.67,1.99,1.74,76.56,127.76,270.51,66137.0,125.37505923766629
2.51,2.14,1.77,75.75,128.29,290.09,72636.3,130.37343403134014
2.83,2.05,1.64,76.23,127.9,266.97,63419.1,130.65817277232816
2.61,1.82,1.63,76.59,127.21,282.41,64054.0,120.19428976321537
2.61,2.07,1.44,76.42,127.74,282.3,66954.6,124.7353377275855
2.58,1.86,1.45,76.16,127.57,285.63,64452.8,118.6986894947237
2.77,2.26,1.48,75.83,128.35,261.01,76411.8,134.3124788061624
2.85,1.85,1.77,75.61,128.42,254.33,75086.9,129.09956107219966
2.63,2.07,1.23,76.11,127.3,280.78,65180.1,122.18268608374605
2.74,2.0,1.71,75.7,128.0,267.03,75444.6,130.9652366566254
2.81,2.11,1.32,76.15,127.33,243.39,71028.1,123.38751839190662
2.58,1.8,1.5,75.45,127.22,286.83,71389.2,120.852083511483
2.58,2.13,1.5,75.2,127.35,275.3,72955.0,125.82304801801082
2.68,2.14,1.76,76.5,127.97,265.88,64547.9,127.60817826512938
2.85,2.19,1.54,76.39,127.3,279.65,72609.2,140.92696217287767
2.57,1.97,1.68,75.3,127.49,283.4,70014.4,125.04912402540914
2.56,2.16,1.36,75.52,127.92,266.63,71094.7,120.77848019390662
2.84,2.08,1.55,76.32,127.22,249.78,75162.7,130.1615971627723
2.89,1.93,1.58,75.57,127.21,275.86,68793.8,134.47026149165777
2.62,1.82,1.6,76.12,127.2,272.51,69897.8,119.54515743278968
2.8,2.07,1.67,75.56,128.59,251.53,69069.5,127.81012885216616
2.63,1.89,1.74,75.97,127.22,243.45,75041.2,116.57888562745974
2.63,2.05,1.62,76.14,128.45,250.12,67406.9,118.11674417011001
2.8,2.07,1.61,76.19,127.41,280.12,65758.4,134.27263068041725
2.51,2.28,1.5,75.88,128.6,283.18,71629.7,128.0204655447476
2.65,2.25,1.41,75.33,128.15,291.36,63018.6,131.62334197649466
2.88,2.25,1.38,75.55,127.26,288.64,68054.6,142.73217115498562
2.85,1.98,1.79,76.43,128.17,266.38,75769.3,136.21468160857148
2.84,1.77,1.49,75.87,128.21,287.65,67402.8,129.97704463724972
2.74,2.11,1.42,75.46,127.55,267.67,74872.7,130.05852677408745
2.9,2.16,1.23,76.53,128.28,281.07,75359.3,139.91685956360516
2.54,2.27,1.68,76.07,128.1,275.14,76209.6,130.5070995644453
2.65,1.9,1.79,75.5,128.12,274.82,72790.2,126.83411342266562
2.65,1.9,1.52,75.7,128.41,249.92,69549.2,115.02579434930284
2.72,1.98,1.78,76.49,127.94,257.4,73332.9,126.7133183997769
2.84,2.04,1.58,76.48,128.03,269.6,74872.0,135.25942134088496
2.84,2.03,1.37,76.55,128.4,243.39,76568.0,125.38570591047075
2.62,2.02,1.58,75.58,127.5,256.85,67671.6,118.57551958121157
2.8,2.26,1.21,76.54,127.55,275.88,70920.7,134.5558740014302
2.86,1.85,1.53,76.3,127.92,278.61,72547.8,132.73236389921442
